,sub,goal,trial_num_within_goal,trial_num,trial,current_state,planning_depth,decision,choice_numeric,control choice,got_to_goal
3127,18,2,8,-0.6271186440677966,8,toothbrush,2,2,0,1,1
3128,18,2,8,-0.6271186440677966,8,backpack,2,3,0,1,1
3129,18,1,11,-0.6101694915254238,11,start,1,1,1,0,1
3130,18,1,11,-0.6101694915254238,11,baby,1,2,1,0,1
3131,18,1,11,-0.6101694915254238,11,backpack,1,3,0,1,1
3132,18,2,9,-0.5932203389830508,9,start,2,1,0,1,1
3133,18,2,9,-0.5932203389830508,9,baby,2,2,0,1,1
3134,18,2,9,-0.5932203389830508,9,backpack,2,3,0,1,1
3135,18,3,6,-0.576271186440678,6,start,3,1,0,1,1
3136,18,3,6,-0.576271186440678,6,toothbrush,3,2,0,1,1
3137,18,3,6,-0.576271186440678,6,car,3,3,0,1,1
3138,18,1,12,-0.559322033898305,12,start,1,1,1,0,1
3139,18,1,12,-0.559322033898305,12,toothbrush,1,2,0,1,1
3140,18,1,12,-0.559322033898305,12,backpack,1,3,0,1,1
3141,18,1,13,-0.5423728813559322,13,start,1,1,1,0,1
3142,18,1,13,-0.5423728813559322,13,baby,1,2,1,0,1
3143,18,1,13,-0.5423728813559322,13,backpack,1,3,0,1,1
3144,18,2,10,-0.5254237288135594,10,start,2,1,0,1,1
3145,18,2,10,-0.5254237288135594,10,baby,2,2,0,1,1
3146,18,2,10,-0.5254237288135594,10,backpack,2,3,0,1,1
3147,18,3,7,-0.5084745762711864,7,start,3,1,0,1,1
3148,18,3,7,-0.5084745762711864,7,toothbrush,3,2,0,1,1
3149,18,3,7,-0.5084745762711864,7,car,3,3,0,1,1
3150,18,3,8,-0.4915254237288136,8,start,3,1,0,1,1
3151,18,3,8,-0.4915254237288136,8,toothbrush,3,2,0,1,1
3152,18,3,8,-0.4915254237288136,8,car,3,3,0,1,1
3153,18,1,14,-0.4745762711864407,14,start,1,1,1,0,1
3154,18,1,14,-0.4745762711864407,14,baby,1,2,1,0,1
3155,18,1,14,-0.4745762711864407,14,backpack,1,3,0,1,1
3156,18,2,11,-0.4576271186440678,11,start,2,1,0,1,1
3157,18,2,11,-0.4576271186440678,11,toothbrush,2,2,0,1,1
3158,18,2,11,-0.4576271186440678,11,backpack,2,3,0,1,1
3159,18,1,15,-0.4406779661016949,15,start,1,1,1,0,1
3160,18,1,15,-0.4406779661016949,15,baby,1,2,1,0,1
3161,18,1,15,-0.4406779661016949,15,backpack,1,3,0,1,1
3162,18,2,12,-0.423728813559322,12,start,2,1,0,1,1
3163,18,2,12,-0.423728813559322,12,toothbrush,2,2,0,1,1
3164,18,2,12,-0.423728813559322,12,backpack,2,3,0,1,1
3165,18,2,13,-0.4067796610169492,13,start,2,1,1,0,1
3166,18,2,13,-0.4067796610169492,13,baby,2,2,0,1,1
3167,18,2,13,-0.4067796610169492,13,backpack,2,3,0,1,1
3168,18,3,9,-0.3898305084745763,9,start,3,1,0,1,1
3169,18,3,9,-0.3898305084745763,9,toothbrush,3,2,0,1,1
3170,18,3,9,-0.3898305084745763,9,car,3,3,0,1,1
3171,18,3,10,-0.3728813559322034,10,start,3,1,0,1,1
3172,18,3,10,-0.3728813559322034,10,toothbrush,3,2,0,1,1
3173,18,3,10,-0.3728813559322034,10,car,3,3,0,1,1
3174,18,3,11,-0.3559322033898305,11,start,3,1,0,1,1
3175,18,3,11,-0.3559322033898305,11,toothbrush,3,2,0,1,1
3176,18,3,11,-0.3559322033898305,11,car,3,3,0,1,1
3177,18,2,14,-0.3389830508474576,14,start,2,1,1,0,1
3178,18,2,14,-0.3389830508474576,14,baby,2,2,0,1,1
3179,18,2,14,-0.3389830508474576,14,backpack,2,3,0,1,1
3180,18,2,15,-0.3220338983050847,15,start,2,1,1,0,1
3181,18,2,15,-0.3220338983050847,15,toothbrush,2,2,0,1,1
3182,18,2,15,-0.3220338983050847,15,backpack,2,3,0,1,1
3183,18,1,16,-0.3050847457627119,16,start,1,1,1,0,1
3184,18,1,16,-0.3050847457627119,16,baby,1,2,1,0,1
3185,18,1,16,-0.3050847457627119,16,backpack,1,3,0,1,1
3186,18,3,12,-0.288135593220339,12,start,3,1,0,1,1
3187,18,3,12,-0.288135593220339,12,toothbrush,3,2,0,1,1
3188,18,3,12,-0.288135593220339,12,car,3,3,0,1,1
3189,18,3,13,-0.2711864406779661,13,start,3,1,0,1,1
3190,18,3,13,-0.2711864406779661,13,toothbrush,3,2,0,1,1
3191,18,3,13,-0.2711864406779661,13,car,3,3,0,1,1
3192,18,1,17,-0.2542372881355932,17,start,1,1,1,0,1
3193,18,1,17,-0.2542372881355932,17,baby,1,2,1,0,1
3194,18,1,17,-0.2542372881355932,17,backpack,1,3,0,1,1
3195,18,3,14,-0.2372881355932203,14,start,3,1,0,1,1
3196,18,3,14,-0.2372881355932203,14,toothbrush,3,2,0,1,1
3197,18,3,14,-0.2372881355932203,14,car,3,3,0,1,1
3198,18,3,15,-0.2203389830508474,15,start,3,1,0,1,1
3199,18,3,15,-0.2203389830508474,15,toothbrush,3,2,0,1,1
3200,18,3,15,-0.2203389830508474,15,car,3,3,0,1,1
3201,18,2,16,-0.2033898305084746,16,start,2,1,0,1,1
3202,18,2,16,-0.2033898305084746,16,toothbrush,2,2,0,1,1
3203,18,2,16,-0.2033898305084746,16,backpack,2,3,0,1,1
3204,18,2,17,-0.1864406779661017,17,start,2,1,1,0,1
3205,18,2,17,-0.1864406779661017,17,toothbrush,2,2,0,1,1
3206,18,2,17,-0.1864406779661017,17,backpack,2,3,0,1,1
3207,18,2,18,-0.1694915254237288,18,start,2,1,0,1,1
3208,18,2,18,-0.1694915254237288,18,toothbrush,2,2,0,1,1
3209,18,2,18,-0.1694915254237288,18,backpack,2,3,0,1,1
3210,18,3,16,-0.1525423728813559,16,start,3,1,0,1,1
3211,18,3,16,-0.1525423728813559,16,toothbrush,3,2,0,1,1
3212,18,3,16,-0.1525423728813559,16,car,3,3,0,1,1
3213,18,2,19,-0.135593220338983,19,start,2,1,1,0,1
3214,18,2,19,-0.135593220338983,19,toothbrush,2,2,0,1,1
3215,18,2,19,-0.135593220338983,19,backpack,2,3,0,1,1
3216,18,3,17,-0.1186440677966101,17,start,3,1,0,1,1
3217,18,3,17,-0.1186440677966101,17,toothbrush,3,2,0,1,1
3218,18,3,17,-0.1186440677966101,17,car,3,3,0,1,1
3219,18,2,20,-0.1016949152542373,20,start,2,1,0,1,1
3220,18,2,20,-0.1016949152542373,20,baby,2,2,0,1,1
3221,18,2,20,-0.1016949152542373,20,backpack,2,3,0,1,1
3222,18,1,18,-0.0847457627118644,18,start,1,1,1,0,1
3223,18,1,18,-0.0847457627118644,18,baby,1,2,1,0,1
3224,18,1,18,-0.0847457627118644,18,backpack,1,3,0,1,1
3225,18,1,19,-0.0677966101694915,19,start,1,1,1,0,1
3226,18,1,19,-0.0677966101694915,19,toothbrush,1,2,0,1,1
3227,18,1,19,-0.0677966101694915,19,backpack,1,3,0,1,1
3228,18,3,18,-0.0508474576271186,18,start,3,1,0,1,1
3229,18,3,18,-0.0508474576271186,18,toothbrush,3,2,0,1,1
3230,18,3,18,-0.0508474576271186,18,car,3,3,0,1,1
3231,18,3,19,-0.0338983050847457,19,start,3,1,0,1,1
3232,18,3,19,-0.0338983050847457,19,toothbrush,3,2,0,1,1
3233,18,3,19,-0.0338983050847457,19,car,3,3,0,1,1
3234,18,3,20,-0.0169491525423728,20,start,3,1,0,1,1
3235,18,3,20,-0.0169491525423728,20,toothbrush,3,2,0,1,1
3236,18,3,20,-0.0169491525423728,20,car,3,3,0,1,1
3237,18,1,20,0.0,20,start,1,1,1,0,1
3238,18,1,20,0.0,20,toothbrush,1,2,0,1,1
3239,18,1,20,0.0,20,backpack,1,3,0,1,1
3240,19,1,1,-1.0,1,start,1,1,0,1,1
3241,19,1,1,-1.0,1,toothbrush,1,2,0,1,1
3242,19,1,1,-1.0,1,car,1,3,0,1,1
3243,19,1,2,-0.9830508474576272,2,start,1,1,0,1,1
3244,19,1,2,-0.9830508474576272,2,baby,1,2,0,1,1
3245,19,1,2,-0.9830508474576272,2,backpack,1,3,0,1,1
3246,19,3,1,-0.9661016949152542,1,start,3,1,0,1,0
3247,19,3,1,-0.9661016949152542,1,toothbrush,3,2,0,1,0
3248,19,3,1,-0.9661016949152542,1,backpack,3,3,0,1,0
3249,19,2,1,-0.9491525423728814,1,start,2,1,1,0,1
3250,19,2,1,-0.9491525423728814,1,baby,2,2,0,1,1
3251,19,2,1,-0.9491525423728814,1,backpack,2,3,0,1,1
3252,19,2,2,-0.9322033898305084,2,start,2,1,0,1,1
3253,19,2,2,-0.9322033898305084,2,baby,2,2,0,1,1
3254,19,2,2,-0.9322033898305084,2,backpack,2,3,0,1,1
3255,19,1,3,-0.9152542372881356,3,start,1,1,0,1,1
3256,19,1,3,-0.9152542372881356,3,baby,1,2,0,1,1
3257,19,1,3,-0.9152542372881356,3,backpack,1,3,0,1,1
3258,19,3,2,-0.8983050847457628,2,start,3,1,0,1,1
3259,19,3,2,-0.8983050847457628,2,toothbrush,3,2,0,1,1
3260,19,3,2,-0.8983050847457628,2,car,3,3,0,1,1
3261,19,2,3,-0.8813559322033898,3,start,2,1,0,1,0
3262,19,2,3,-0.8813559322033898,3,baby,2,2,0,1,0
3263,19,2,3,-0.8813559322033898,3,bowtie,2,3,0,1,0
3264,19,3,3,-0.864406779661017,3,start,3,1,0,1,1
3265,19,3,3,-0.864406779661017,3,baby,3,2,1,0,1
3266,19,3,3,-0.864406779661017,3,bowtie,3,3,1,0,1
3267,19,2,4,-0.847457627118644,4,start,2,1,0,1,0
3268,19,2,4,-0.847457627118644,4,baby,2,2,0,1,0
3269,19,2,4,-0.847457627118644,4,bowtie,2,3,0,1,0
3270,19,2,5,-0.8305084745762712,5,start,2,1,0,1,1
3271,19,2,5,-0.8305084745762712,5,baby,2,2,0,1,1
3272,19,2,5,-0.8305084745762712,5,backpack,2,3,0,1,1
3273,19,2,6,-0.8135593220338984,6,start,2,1,0,1,0
3274,19,2,6,-0.8135593220338984,6,toothbrush,2,2,0,1,0
3275,19,2,6,-0.8135593220338984,6,car,2,3,1,0,0
3276,19,1,4,-0.7966101694915254,4,start,1,1,0,1,1
3277,19,1,4,-0.7966101694915254,4,toothbrush,1,2,0,1,1
3278,19,1,4,-0.7966101694915254,4,car,1,3,0,1,1
3279,19,2,7,-0.7796610169491526,7,start,2,1,0,1,0
3280,19,2,7,-0.7796610169491526,7,toothbrush,2,2,0,1,0
3281,19,2,7,-0.7796610169491526,7,car,2,3,0,1,0
3282,19,3,4,-0.7627118644067796,4,start,3,1,0,1,0
3283,19,3,4,-0.7627118644067796,4,toothbrush,3,2,0,1,0
3284,19,3,4,-0.7627118644067796,4,backpack,3,3,0,1,0
3285,19,1,5,-0.7457627118644068,5,start,1,1,0,1,1
3286,19,1,5,-0.7457627118644068,5,toothbrush,1,2,0,1,1
3287,19,1,5,-0.7457627118644068,5,backpack,1,3,0,1,1
3288,19,1,6,-0.7288135593220338,6,start,1,1,0,1,1
3289,19,1,6,-0.7288135593220338,6,baby,1,2,0,1,1
3290,19,1,6,-0.7288135593220338,6,backpack,1,3,0,1,1
3291,19,3,5,-0.711864406779661,5,start,3,1,0,1,1
3292,19,3,5,-0.711864406779661,5,toothbrush,3,2,0,1,1
3293,19,3,5,-0.711864406779661,5,car,3,3,0,1,1
3294,19,3,6,-0.6949152542372882,6,start,3,1,0,1,0
3295,19,3,6,-0.6949152542372882,6,baby,3,2,1,0,0
3296,19,3,6,-0.6949152542372882,6,backpack,3,3,0,1,0
3297,19,3,7,-0.6779661016949152,7,start,3,1,0,1,0
3298,19,3,7,-0.6779661016949152,7,toothbrush,3,2,0,1,0
3299,19,3,7,-0.6779661016949152,7,backpack,3,3,1,0,0
3300,19,1,7,-0.6610169491525424,7,start,1,1,0,1,1
3301,19,1,7,-0.6610169491525424,7,baby,1,2,0,1,1
3302,19,1,7,-0.6610169491525424,7,backpack,1,3,0,1,1
3303,19,3,8,-0.6440677966101694,8,start,3,1,0,1,0
3304,19,3,8,-0.6440677966101694,8,baby,3,2,1,0,0
3305,19,3,8,-0.6440677966101694,8,backpack,3,3,1,0,0
3306,19,1,8,-0.6271186440677966,8,start,1,1,0,1,1
3307,19,1,8,-0.6271186440677966,8,toothbrush,1,2,0,1,1
3308,19,1,8,-0.6271186440677966,8,backpack,1,3,0,1,1
3309,19,1,9,-0.6101694915254238,9,start,1,1,0,1,1
3310,19,1,9,-0.6101694915254238,9,toothbrush,1,2,0,1,1
3311,19,1,9,-0.6101694915254238,9,car,1,3,0,1,1
3312,19,1,10,-0.5932203389830508,10,start,1,1,0,1,1
3313,19,1,10,-0.5932203389830508,10,toothbrush,1,2,0,1,1
3314,19,1,10,-0.5932203389830508,10,backpack,1,3,0,1,1
3315,19,3,9,-0.576271186440678,9,start,3,1,0,1,0
3316,19,3,9,-0.576271186440678,9,toothbrush,3,2,0,1,0
3317,19,3,9,-0.576271186440678,9,backpack,3,3,1,0,0
3318,19,2,8,-0.559322033898305,8,start,2,1,0,1,0
3319,19,2,8,-0.559322033898305,8,toothbrush,2,2,0,1,0
3320,19,2,8,-0.559322033898305,8,car,2,3,1,0,0
3321,19,2,9,-0.5423728813559322,9,start,2,1,0,1,1
3322,19,2,9,-0.5423728813559322,9,toothbrush,2,2,0,1,1
3323,19,2,9,-0.5423728813559322,9,backpack,2,3,0,1,1
3324,19,3,10,-0.5254237288135594,10,start,3,1,0,1,0
3325,19,3,10,-0.5254237288135594,10,toothbrush,3,2,0,1,0
3326,19,3,10,-0.5254237288135594,10,backpack,3,3,1,0,0
3327,19,3,11,-0.5084745762711864,11,start,3,1,0,1,0
3328,19,3,11,-0.5084745762711864,11,toothbrush,3,2,0,1,0
3329,19,3,11,-0.5084745762711864,11,backpack,3,3,0,1,0
3330,19,2,10,-0.4915254237288136,10,start,2,1,0,1,1
3331,19,2,10,-0.4915254237288136,10,baby,2,2,0,1,1
3332,19,2,10,-0.4915254237288136,10,backpack,2,3,0,1,1
3333,19,2,11,-0.4745762711864407,11,start,2,1,0,1,1
3334,19,2,11,-0.4745762711864407,11,baby,2,2,0,1,1
3335,19,2,11,-0.4745762711864407,11,backpack,2,3,0,1,1
3336,19,3,12,-0.4576271186440678,12,start,3,1,0,1,0
3337,19,3,12,-0.4576271186440678,12,toothbrush,3,2,0,1,0
3338,19,3,12,-0.4576271186440678,12,backpack,3,3,0,1,0
3339,19,1,11,-0.4406779661016949,11,start,1,1,0,1,1
3340,19,1,11,-0.4406779661016949,11,toothbrush,1,2,0,1,1
3341,19,1,11,-0.4406779661016949,11,backpack,1,3,0,1,1
3342,19,1,12,-0.423728813559322,12,start,1,1,0,1,1
3343,19,1,12,-0.423728813559322,12,toothbrush,1,2,0,1,1
3344,19,1,12,-0.423728813559322,12,backpack,1,3,0,1,1
3345,19,2,12,-0.4067796610169492,12,start,2,1,0,1,1
3346,19,2,12,-0.4067796610169492,12,toothbrush,2,2,0,1,1
3347,19,2,12,-0.4067796610169492,12,backpack,2,3,0,1,1
3348,19,3,13,-0.3898305084745763,13,start,3,1,0,1,0
3349,19,3,13,-0.3898305084745763,13,toothbrush,3,2,0,1,0
3350,19,3,13,-0.3898305084745763,13,backpack,3,3,0,1,0
3351,19,3,14,-0.3728813559322034,14,start,3,1,0,1,0
3352,19,3,14,-0.3728813559322034,14,toothbrush,3,2,0,1,0
3353,19,3,14,-0.3728813559322034,14,backpack,3,3,0,1,0
3354,19,1,13,-0.3559322033898305,13,start,1,1,0,1,1
3355,19,1,13,-0.3559322033898305,13,toothbrush,1,2,0,1,1
3356,19,1,13,-0.3559322033898305,13,backpack,1,3,0,1,1
3357,19,1,14,-0.3389830508474576,14,start,1,1,0,1,1
3358,19,1,14,-0.3389830508474576,14,toothbrush,1,2,0,1,1
3359,19,1,14,-0.3389830508474576,14,backpack,1,3,0,1,1
3360,19,3,15,-0.3220338983050847,15,start,3,1,0,1,0
3361,19,3,15,-0.3220338983050847,15,toothbrush,3,2,0,1,0
3362,19,3,15,-0.3220338983050847,15,backpack,3,3,0,1,0
3363,19,1,15,-0.3050847457627119,15,start,1,1,0,1,1
3364,19,1,15,-0.3050847457627119,15,toothbrush,1,2,0,1,1
3365,19,1,15,-0.3050847457627119,15,backpack,1,3,0,1,1
3366,19,2,13,-0.288135593220339,13,start,2,1,0,1,1
3367,19,2,13,-0.288135593220339,13,baby,2,2,0,1,1
3368,19,2,13,-0.288135593220339,13,backpack,2,3,0,1,1
3369,19,1,16,-0.2711864406779661,16,start,1,1,0,1,1
3370,19,1,16,-0.2711864406779661,16,toothbrush,1,2,0,1,1
3371,19,1,16,-0.2711864406779661,16,backpack,1,3,0,1,1
3372,19,1,17,-0.2542372881355932,17,start,1,1,0,1,1
3373,19,1,17,-0.2542372881355932,17,toothbrush,1,2,0,1,1
3374,19,1,17,-0.2542372881355932,17,car,1,3,0,1,1
3375,19,1,18,-0.2372881355932203,18,start,1,1,0,1,1
3376,19,1,18,-0.2372881355932203,18,toothbrush,1,2,0,1,1
3377,19,1,18,-0.2372881355932203,18,backpack,1,3,0,1,1
3378,19,2,14,-0.2203389830508474,14,start,2,1,0,1,1
3379,19,2,14,-0.2203389830508474,14,baby,2,2,0,1,1
3380,19,2,14,-0.2203389830508474,14,backpack,2,3,0,1,1
3381,19,2,15,-0.2033898305084746,15,start,2,1,0,1,1
3382,19,2,15,-0.2033898305084746,15,baby,2,2,0,1,1
3383,19,2,15,-0.2033898305084746,15,backpack,2,3,0,1,1
3384,19,3,16,-0.1864406779661017,16,start,3,1,0,1,0
3385,19,3,16,-0.1864406779661017,16,toothbrush,3,2,0,1,0
3386,19,3,16,-0.1864406779661017,16,backpack,3,3,1,0,0
3387,19,1,19,-0.1694915254237288,19,start,1,1,0,1,1
3388,19,1,19,-0.1694915254237288,19,toothbrush,1,2,0,1,1
3389,19,1,19,-0.1694915254237288,19,car,1,3,0,1,1
3390,19,3,17,-0.1525423728813559,17,start,3,1,0,1,0
3391,19,3,17,-0.1525423728813559,17,toothbrush,3,2,0,1,0
3392,19,3,17,-0.1525423728813559,17,backpack,3,3,0,1,0
3393,19,2,16,-0.135593220338983,16,start,2,1,0,1,0
3394,19,2,16,-0.135593220338983,16,toothbrush,2,2,0,1,0
3395,19,2,16,-0.135593220338983,16,car,2,3,1,0,0
3396,19,2,17,-0.1186440677966101,17,start,2,1,0,1,1
3397,19,2,17,-0.1186440677966101,17,baby,2,2,0,1,1
3398,19,2,17,-0.1186440677966101,17,backpack,2,3,0,1,1
3399,19,2,18,-0.1016949152542373,18,start,2,1,0,1,1
3400,19,2,18,-0.1016949152542373,18,baby,2,2,0,1,1
3401,19,2,18,-0.1016949152542373,18,backpack,2,3,0,1,1
3402,19,3,18,-0.0847457627118644,18,start,3,1,0,1,0
3403,19,3,18,-0.0847457627118644,18,baby,3,2,0,1,0
3404,19,3,18,-0.0847457627118644,18,backpack,3,3,0,1,0
3405,19,1,20,-0.0677966101694915,20,start,1,1,0,1,1
3406,19,1,20,-0.0677966101694915,20,baby,1,2,0,1,1
3407,19,1,20,-0.0677966101694915,20,backpack,1,3,0,1,1
3408,19,2,19,-0.0508474576271186,19,start,2,1,0,1,1
3409,19,2,19,-0.0508474576271186,19,baby,2,2,0,1,1
3410,19,2,19,-0.0508474576271186,19,backpack,2,3,0,1,1
3411,19,2,20,-0.0338983050847457,20,start,2,1,0,1,1
3412,19,2,20,-0.0338983050847457,20,baby,2,2,0,1,1
3413,19,2,20,-0.0338983050847457,20,backpack,2,3,0,1,1
3414,19,3,19,-0.0169491525423728,19,start,3,1,0,1,0
3415,19,3,19,-0.0169491525423728,19,toothbrush,3,2,0,1,0
3416,19,3,19,-0.0169491525423728,19,backpack,3,3,0,1,0
3417,19,3,20,0.0,20,start,3,1,0,1,0
3418,19,3,20,0.0,20,baby,3,2,1,0,0
3419,19,3,20,0.0,20,backpack,3,3,1,0,0
3420,20,2,1,-1.0,1,start,2,1,1,0,0
3421,20,2,1,-1.0,1,toothbrush,2,2,0,1,0
3422,20,2,1,-1.0,1,car,2,3,1,0,0
3423,20,1,1,-0.9830508474576272,1,start,1,1,0,1,1
3424,20,1,1,-0.9830508474576272,1,toothbrush,1,2,1,0,1
3425,20,1,1,-0.9830508474576272,1,backpack,1,3,0,1,1
3426,20,3,1,-0.9661016949152542,1,start,3,1,0,1,1
3427,20,3,1,-0.9661016949152542,1,toothbrush,3,2,0,1,1
3428,20,3,1,-0.9661016949152542,1,car,3,3,0,1,1
3429,20,2,2,-0.9491525423728814,2,start,2,1,1,0,1
3430,20,2,2,-0.9491525423728814,2,toothbrush,2,2,0,1,1
3431,20,2,2,-0.9491525423728814,2,backpack,2,3,0,1,1
3432,20,2,3,-0.9322033898305084,3,start,2,1,1,0,1
3433,20,2,3,-0.9322033898305084,3,baby,2,2,0,1,1
3434,20,2,3,-0.9322033898305084,3,backpack,2,3,0,1,1
3435,20,1,2,-0.9152542372881356,2,start,1,1,0,1,1
3436,20,1,2,-0.9152542372881356,2,toothbrush,1,2,1,0,1
3437,20,1,2,-0.9152542372881356,2,backpack,1,3,0,1,1
3438,20,3,2,-0.8983050847457628,2,start,3,1,0,1,1
3439,20,3,2,-0.8983050847457628,2,toothbrush,3,2,0,1,1
3440,20,3,2,-0.8983050847457628,2,car,3,3,0,1,1
3441,20,1,3,-0.8813559322033898,3,start,1,1,0,1,1
3442,20,1,3,-0.8813559322033898,3,baby,1,2,1,0,1
3443,20,1,3,-0.8813559322033898,3,backpack,1,3,0,1,1
3444,20,1,4,-0.864406779661017,4,start,1,1,0,1,1
3445,20,1,4,-0.864406779661017,4,baby,1,2,1,0,1
3446,20,1,4,-0.864406779661017,4,bowtie,1,3,0,1,1
3447,20,2,4,-0.847457627118644,4,start,2,1,1,0,1
3448,20,2,4,-0.847457627118644,4,toothbrush,2,2,0,1,1
3449,20,2,4,-0.847457627118644,4,backpack,2,3,0,1,1
3450,20,3,3,-0.8305084745762712,3,start,3,1,0,1,1
3451,20,3,3,-0.8305084745762712,3,toothbrush,3,2,0,1,1
3452,20,3,3,-0.8305084745762712,3,car,3,3,0,1,1
3453,20,2,5,-0.8135593220338984,5,start,2,1,1,0,1
3454,20,2,5,-0.8135593220338984,5,baby,2,2,0,1,1
3455,20,2,5,-0.8135593220338984,5,backpack,2,3,0,1,1
3456,20,1,5,-0.7966101694915254,5,start,1,1,0,1,1
3457,20,1,5,-0.7966101694915254,5,baby,1,2,1,0,1
3458,20,1,5,-0.7966101694915254,5,backpack,1,3,0,1,1
3459,20,2,6,-0.7796610169491526,6,start,2,1,1,0,1
3460,20,2,6,-0.7796610169491526,6,toothbrush,2,2,0,1,1
3461,20,2,6,-0.7796610169491526,6,backpack,2,3,0,1,1
3462,20,2,7,-0.7627118644067796,7,start,2,1,1,0,1
3463,20,2,7,-0.7627118644067796,7,toothbrush,2,2,0,1,1
3464,20,2,7,-0.7627118644067796,7,backpack,2,3,0,1,1
3465,20,3,4,-0.7457627118644068,4,start,3,1,0,1,1
3466,20,3,4,-0.7457627118644068,4,toothbrush,3,2,0,1,1
3467,20,3,4,-0.7457627118644068,4,car,3,3,0,1,1
3468,20,1,6,-0.7288135593220338,6,start,1,1,0,1,1
3469,20,1,6,-0.7288135593220338,6,baby,1,2,1,0,1
3470,20,1,6,-0.7288135593220338,6,backpack,1,3,0,1,1
3471,20,3,5,-0.711864406779661,5,start,3,1,0,1,1
3472,20,3,5,-0.711864406779661,5,toothbrush,3,2,0,1,1
3473,20,3,5,-0.711864406779661,5,car,3,3,0,1,1
3474,20,3,6,-0.6949152542372882,6,start,3,1,0,1,1
3475,20,3,6,-0.6949152542372882,6,toothbrush,3,2,0,1,1
3476,20,3,6,-0.6949152542372882,6,car,3,3,0,1,1
3477,20,1,7,-0.6779661016949152,7,start,1,1,0,1,1
3478,20,1,7,-0.6779661016949152,7,toothbrush,1,2,0,1,1
3479,20,1,7,-0.6779661016949152,7,backpack,1,3,0,1,1
3480,20,2,8,-0.6610169491525424,8,start,2,1,1,0,1
3481,20,2,8,-0.6610169491525424,8,toothbrush,2,2,0,1,1
3482,20,2,8,-0.6610169491525424,8,backpack,2,3,0,1,1
3483,20,2,9,-0.6440677966101694,9,start,2,1,1,0,1
3484,20,2,9,-0.6440677966101694,9,baby,2,2,0,1,1
3485,20,2,9,-0.6440677966101694,9,backpack,2,3,0,1,1
3486,20,2,10,-0.6271186440677966,10,start,2,1,1,0,1
3487,20,2,10,-0.6271186440677966,10,toothbrush,2,2,0,1,1
3488,20,2,10,-0.6271186440677966,10,backpack,2,3,0,1,1
3489,20,1,8,-0.6101694915254238,8,start,1,1,1,0,1
3490,20,1,8,-0.6101694915254238,8,baby,1,2,1,0,1
3491,20,1,8,-0.6101694915254238,8,backpack,1,3,0,1,1
3492,20,3,7,-0.5932203389830508,7,start,3,1,0,1,1
3493,20,3,7,-0.5932203389830508,7,toothbrush,3,2,0,1,1
3494,20,3,7,-0.5932203389830508,7,car,3,3,0,1,1
3495,20,1,9,-0.576271186440678,9,start,1,1,1,0,1
3496,20,1,9,-0.576271186440678,9,baby,1,2,1,0,1
3497,20,1,9,-0.576271186440678,9,backpack,1,3,0,1,1
3498,20,3,8,-0.559322033898305,8,start,3,1,0,1,1
3499,20,3,8,-0.559322033898305,8,toothbrush,3,2,0,1,1
3500,20,3,8,-0.559322033898305,8,car,3,3,0,1,1
3501,20,2,11,-0.5423728813559322,11,start,2,1,1,0,1
3502,20,2,11,-0.5423728813559322,11,baby,2,2,0,1,1
3503,20,2,11,-0.5423728813559322,11,backpack,2,3,0,1,1
3504,20,3,9,-0.5254237288135594,9,start,3,1,0,1,1
3505,20,3,9,-0.5254237288135594,9,toothbrush,3,2,0,1,1
3506,20,3,9,-0.5254237288135594,9,car,3,3,0,1,1
3507,20,1,10,-0.5084745762711864,10,start,1,1,1,0,1
3508,20,1,10,-0.5084745762711864,10,baby,1,2,1,0,1
3509,20,1,10,-0.5084745762711864,10,bowtie,1,3,0,1,1
3510,20,2,12,-0.4915254237288136,12,start,2,1,1,0,1
3511,20,2,12,-0.4915254237288136,12,baby,2,2,0,1,1
3512,20,2,12,-0.4915254237288136,12,backpack,2,3,0,1,1
3513,20,1,11,-0.4745762711864407,11,start,1,1,1,0,1
3514,20,1,11,-0.4745762711864407,11,toothbrush,1,2,1,0,1
3515,20,1,11,-0.4745762711864407,11,car,1,3,0,1,1
3516,20,3,10,-0.4576271186440678,10,start,3,1,0,1,1
3517,20,3,10,-0.4576271186440678,10,toothbrush,3,2,0,1,1
3518,20,3,10,-0.4576271186440678,10,car,3,3,0,1,1
3519,20,3,11,-0.4406779661016949,11,start,3,1,0,1,1
3520,20,3,11,-0.4406779661016949,11,toothbrush,3,2,0,1,1
3521,20,3,11,-0.4406779661016949,11,car,3,3,0,1,1
3522,20,1,12,-0.423728813559322,12,start,1,1,1,0,1
3523,20,1,12,-0.423728813559322,12,baby,1,2,1,0,1
3524,20,1,12,-0.423728813559322,12,bowtie,1,3,0,1,1
3525,20,1,13,-0.4067796610169492,13,start,1,1,1,0,1
3526,20,1,13,-0.4067796610169492,13,baby,1,2,1,0,1
3527,20,1,13,-0.4067796610169492,13,bowtie,1,3,0,1,1
3528,20,3,12,-0.3898305084745763,12,start,3,1,0,1,1
3529,20,3,12,-0.3898305084745763,12,toothbrush,3,2,0,1,1
3530,20,3,12,-0.3898305084745763,12,car,3,3,0,1,1
3531,20,2,13,-0.3728813559322034,13,start,2,1,1,0,1
3532,20,2,13,-0.3728813559322034,13,baby,2,2,0,1,1
3533,20,2,13,-0.3728813559322034,13,backpack,2,3,0,1,1
3534,20,3,13,-0.3559322033898305,13,start,3,1,0,1,1
